path,class,ita,skin_tone_group
datasets\final\test\Eczema\train_eczema-trunk-generalized-19.jpeg,Eczema,36.55680847167969,FST III (Medium)
datasets\final\test\Eczema\train_eczema-trunk-generalized-4.jpeg,Eczema,31.304122924804688,FST III (Medium)
datasets\final\test\Eczema\train_eczema-trunk-generalized-6.jpeg,Eczema,28.178590774536133,FST III (Medium)
datasets\final\test\Eczema\train_eczema-trunk-generalized-7.jpeg,Eczema,40.01063919067383,FST III (Medium)
datasets\final\test\Eczema\train_eczema-vulva-1.jpeg,Eczema,33.401668548583984,FST III (Medium)
datasets\final\test\Eczema\train_fissure-11.jpg,Eczema,22.680561065673828,FST IV (Olive)
datasets\final\test\Eczema\train_heels-dry-cracked-8.jpg,Eczema,30.483301162719727,FST III (Medium)
datasets\final\test\Eczema\train_id-reaction-3.jpg,Eczema,37.69424057006836,FST III (Medium)
datasets\final\test\Eczema\train_id-reaction-4.jpg,Eczema,21.388622283935547,FST IV (Olive)
datasets\final\test\Eczema\train_id-reaction-9.jpg,Eczema,29.475889205932617,FST III (Medium)
datasets\final\test\Eczema\train_iododerma-3.jpg,Eczema,32.07786560058594,FST III (Medium)
datasets\final\test\Eczema\train_keratolysis-exfoliativa-18.jpg,Eczema,34.07719802856445,FST III (Medium)
datasets\final\test\Eczema\train_keratolysis-exfoliativa-7.jpg,Eczema,43.41514587402344,FST I-II (Light)
datasets\final\test\Eczema\train_lichen-simplex-chronicus-10.jpg,Eczema,42.83521270751953,FST I-II (Light)
datasets\final\test\Eczema\train_lichen-simplex-chronicus-105.jpg,Eczema,35.235443115234375,FST III (Medium)
datasets\final\test\Eczema\train_lichen-simplex-chronicus-112.jpg,Eczema,28.41763687133789,FST III (Medium)
datasets\final\test\Eczema\train_lichen-simplex-chronicus-13.jpg,Eczema,38.290164947509766,FST III (Medium)
datasets\final\test\Eczema\train_lichen-simplex-chronicus-17.jpg,Eczema,34.69515609741211,FST III (Medium)
datasets\final\test\Eczema\train_lichen-simplex-chronicus-182.jpg,Eczema,15.788707733154297,FST V-VI (Dark)
datasets\final\test\Eczema\train_lichen-simplex-chronicus-187.jpg,Eczema,32.4986457824707,FST III (Medium)
datasets\final\test\Eczema\train_lichen-simplex-chronicus-80.jpg,Eczema,28.21017074584961,FST III (Medium)
datasets\final\test\Eczema\train_malum-ulcer-1.jpg,Eczema,-3.3913395404815674,FST V-VI (Dark)
datasets\final\test\Eczema\train_neurotic-excoriations-17.jpg,Eczema,40.53915023803711,FST III (Medium)
datasets\final\test\Eczema\train_neurotic-excoriations-32.jpg,Eczema,22.905771255493164,FST IV (Olive)
datasets\final\test\Eczema\train_neurotic-excoriations-59.jpg,Eczema,33.690067291259766,FST III (Medium)
datasets\final\test\Eczema\train_phlebitis-superficial-1.jpg,Eczema,33.593448638916016,FST III (Medium)
datasets\final\test\Eczema\train_pompholyx-12.jpg,Eczema,37.29251480102539,FST III (Medium)
datasets\final\test\Eczema\train_pompholyx-23.jpg,Eczema,36.61439895629883,FST III (Medium)
datasets\final\test\Eczema\train_pompholyx-24.jpg,Eczema,34.99201965332031,FST III (Medium)
datasets\final\test\Eczema\train_pompholyx-31.jpg,Eczema,39.76441192626953,FST III (Medium)
datasets\final\test\Eczema\train_pompholyx-33.jpg,Eczema,34.032127380371094,FST III (Medium)
datasets\final\test\Eczema\train_prurigo-nodularis-29.jpg,Eczema,27.56720733642578,FST IV (Olive)
datasets\final\test\Eczema\train_prurigo-nodularis-37.jpg,Eczema,28.691770553588867,FST III (Medium)
datasets\final\test\Eczema\train_stasis-dermatitis-10.jpg,Eczema,30.411083221435547,FST III (Medium)
datasets\final\test\Eczema\train_stasis-dermatitis-103.jpg,Eczema,31.54131507873535,FST III (Medium)
datasets\final\test\Eczema\train_stasis-dermatitis-11.jpg,Eczema,20.2248592376709,FST IV (Olive)
datasets\final\test\Eczema\train_stasis-dermatitis-121.jpg,Eczema,17.132997512817383,FST V-VI (Dark)
datasets\final\test\Eczema\train_stasis-dermatitis-131.jpg,Eczema,34.05326843261719,FST III (Medium)
datasets\final\test\Eczema\train_stasis-dermatitis-139.jpg,Eczema,20.376436233520508,FST IV (Olive)
datasets\final\test\Eczema\train_stasis-dermatitis-152.jpg,Eczema,32.4986457824707,FST III (Medium)
datasets\final\test\Eczema\train_stasis-dermatitis-159.jpg,Eczema,17.216073989868164,FST V-VI (Dark)
datasets\final\test\Eczema\train_stasis-dermatitis-160.jpg,Eczema,32.47119140625,FST III (Medium)
datasets\final\test\Eczema\train_stasis-dermatitis-171.jpg,Eczema,33.783077239990234,FST III (Medium)
datasets\final\test\Eczema\train_stasis-dermatitis-174.jpg,Eczema,24.0389347076416,FST IV (Olive)
datasets\final\test\Eczema\train_stasis-dermatitis-20.jpg,Eczema,23.629377365112305,FST IV (Olive)
datasets\final\test\Eczema\train_stasis-dermatitis-26.jpg,Eczema,21.801408767700195,FST IV (Olive)
datasets\final\test\Eczema\valid_05Atopic010224.jpeg,Eczema,35.618492126464844,FST III (Medium)
datasets\final\test\Eczema\valid_05atopic022805.jpeg,Eczema,18.935335159301758,FST V-VI (Dark)
datasets\final\test\Eczema\valid_05atopic0228051.jpeg,Eczema,22.232736587524414,FST IV (Olive)
datasets\final\test\Eczema\valid_05Atopic03290445.jpeg,Eczema,25.29554557800293,FST IV (Olive)
datasets\final\test\Eczema\valid_05atopic0411053.jpeg,Eczema,22.442752838134766,FST IV (Olive)
datasets\final\test\Eczema\valid_05Atopic042802.jpeg,Eczema,39.40066146850586,FST III (Medium)
datasets\final\test\Eczema\valid_05Atopic0504056.jpeg,Eczema,15.219465255737305,FST V-VI (Dark)
datasets\final\test\Eczema\valid_05Atopic0504058.jpeg,Eczema,9.255727767944336,FST V-VI (Dark)
datasets\final\test\Eczema\valid_05atopic0607041.jpeg,Eczema,32.5248908996582,FST III (Medium)
datasets\final\test\Eczema\valid_05Atopic0712048.jpeg,Eczema,42.293487548828125,FST I-II (Light)
datasets\final\test\Eczema\valid_05atopic1107052.jpeg,Eczema,24.293888092041016,FST IV (Olive)
datasets\final\test\Eczema\valid_05Atopic1206041.jpeg,Eczema,32.228755950927734,FST III (Medium)
datasets\final\test\Eczema\valid_05Atopic18.jpeg,Eczema,42.35745620727539,FST I-II (Light)
datasets\final\test\Eczema\valid_05Atopic2.jpeg,Eczema,37.81946563720703,FST III (Medium)
datasets\final\test\Eczema\valid_05atopicChild0828063.jpeg,Eczema,28.984560012817383,FST III (Medium)
datasets\final\test\Eczema\valid_05AtopicDerm1103.jpeg,Eczema,39.76441192626953,FST III (Medium)
datasets\final\test\Eczema\valid_05AtopicFaceBaby.jpeg,Eczema,33.690067291259766,FST III (Medium)
datasets\final\test\Eczema\valid_05atopicFoot080105.jpeg,Eczema,36.8074836730957,FST III (Medium)
datasets\final\test\Eczema\valid_05atopicInfection672-GP3.jpeg,Eczema,26.565052032470703,FST IV (Olive)
datasets\final\test\Eczema\valid_05atopicMouth012306.jpeg,Eczema,34.237464904785156,FST III (Medium)
datasets\final\test\NailFungus\test_alopecia-areata-12.jpg,NailFungus,45.21621322631836,FST I-II (Light)
datasets\final\test\NailFungus\test_alopecia-areata-56.jpg,NailFungus,24.880367279052734,FST IV (Olive)
datasets\final\test\NailFungus\test_beaus-lines-16.jpg,NailFungus,47.524635314941406,FST I-II (Light)
datasets\final\test\NailFungus\test_chronic-paronychia-35.jpg,NailFungus,43.593017578125,FST I-II (Light)
datasets\final\test\NailFungus\test_distal-subungual-onychomycosis-167.jpg,NailFungus,43.772422790527344,FST I-II (Light)
datasets\final\test\NailFungus\test_distal-subungual-onychomycosis-87.jpg,NailFungus,47.38594436645508,FST I-II (Light)
datasets\final\test\NailFungus\test_habit-tic-deformity-41.jpg,NailFungus,46.59114074707031,FST I-II (Light)
datasets\final\test\NailFungus\test_habit-tic-deformity-7.jpg,NailFungus,19.598812103271484,FST IV (Olive)
datasets\final\test\NailFungus\test_leukonychia-5.jpg,NailFungus,48.32060623168945,FST I-II (Light)
datasets\final\test\NailFungus\test_median-nail-dystrophy-12.jpg,NailFungus,30.00492286682129,FST III (Medium)
datasets\final\test\NailFungus\test_median-nail-dystrophy-16.jpg,NailFungus,30.018367767333984,FST III (Medium)
datasets\final\test\NailFungus\test_mucous-cyst-22.jpg,NailFungus,17.2814998626709,FST V-VI (Dark)
datasets\final\test\NailFungus\test_mucous-cyst-41.jpg,NailFungus,25.039785385131836,FST IV (Olive)
datasets\final\test\NailFungus\test_mucous-cyst-99.jpg,NailFungus,36.00285720825195,FST III (Medium)
datasets\final\test\NailFungus\test_onycholysis-48.jpg,NailFungus,41.45132064819336,FST I-II (Light)
datasets\final\test\NailFungus\test_periungual-warts-1.jpg,NailFungus,36.66255569458008,FST III (Medium)
datasets\final\test\NailFungus\test_pigmented-bands-9.jpg,NailFungus,-14.656750679016113,FST V-VI (Dark)
datasets\final\test\NailFungus\test_pincer-nails-4.jpg,NailFungus,31.51407241821289,FST III (Medium)
datasets\final\test\NailFungus\test_ridging-beading-20.jpg,NailFungus,33.690067291259766,FST III (Medium)
datasets\final\test\NailFungus\test_ridging-beading-24.jpg,NailFungus,47.045406341552734,FST I-II (Light)
datasets\final\test\NailFungus\test_ridging-beading-28.jpg,NailFungus,47.593505859375,FST I-II (Light)
datasets\final\test\NailFungus\test_white-superficial-onychomycosis-16.jpg,NailFungus,45.60735321044922,FST I-II (Light)
datasets\final\test\NailFungus\train_acute-paronychia-22.jpg,NailFungus,46.18526077270508,FST I-II (Light)
datasets\final\test\NailFungus\train_acute-paronychia-8.jpg,NailFungus,35.821922302246094,FST III (Medium)
datasets\final\test\NailFungus\train_alopecia-areata-100.jpg,NailFungus,5.984952449798584,FST V-VI (Dark)
datasets\final\test\NailFungus\train_alopecia-areata-41.jpg,NailFungus,25.240528106689453,FST IV (Olive)
datasets\final\test\NailFungus\train_alopecia-areata-44.jpg,NailFungus,35.67640686035156,FST III (Medium)
datasets\final\test\NailFungus\train_alopecia-areata-70.jpg,NailFungus,28.429048538208008,FST III (Medium)
datasets\final\test\NailFungus\train_alopecia-areata-9.jpg,NailFungus,42.197547912597656,FST I-II (Light)
datasets\final\test\NailFungus\train_biting-excoriation-3.jpg,NailFungus,30.65066909790039,FST III (Medium)
datasets\final\test\NailFungus\train_chronic-paronychia-10.jpg,NailFungus,24.993305206298828,FST IV (Olive)
datasets\final\test\NailFungus\train_chronic-paronychia-27.jpg,NailFungus,42.03176498413086,FST I-II (Light)
datasets\final\test\NailFungus\train_chronic-paronychia-32.jpg,NailFungus,50.563209533691406,FST I-II (Light)
datasets\final\test\NailFungus\train_chronic-paronychia-58.jpg,NailFungus,37.002525329589844,FST III (Medium)
datasets\final\test\NailFungus\train_chronic-paronychia-6.jpg,NailFungus,32.2756462097168,FST III (Medium)
datasets\final\test\NailFungus\train_clubbing-1.jpg,NailFungus,37.45058059692383,FST III (Medium)
datasets\final\test\NailFungus\train_clubbing-14.jpg,NailFungus,43.327606201171875,FST I-II (Light)
datasets\final\test\NailFungus\train_color-changes-1.jpg,NailFungus,46.026695251464844,FST I-II (Light)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-100.jpg,NailFungus,49.000186920166016,FST I-II (Light)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-108.jpg,NailFungus,45.0,FST I-II (Light)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-110.jpg,NailFungus,44.79165267944336,FST I-II (Light)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-116.jpg,NailFungus,41.2414436340332,FST I-II (Light)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-120.jpg,NailFungus,48.410945892333984,FST I-II (Light)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-124.jpg,NailFungus,46.19348907470703,FST I-II (Light)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-134.jpg,NailFungus,47.48955535888672,FST I-II (Light)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-24.jpg,NailFungus,35.57722091674805,FST III (Medium)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-31.jpg,NailFungus,30.203237533569336,FST III (Medium)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-32.jpg,NailFungus,28.156190872192383,FST III (Medium)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-35.jpg,NailFungus,26.053495407104492,FST IV (Olive)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-36.jpg,NailFungus,35.020076751708984,FST III (Medium)
datasets\final\test\NailFungus\train_distal-subungual-onychomycosis-94.jpg,NailFungus,48.8140754699707,FST I-II (Light)
datasets\final\test\NailFungus\train_eczema-nail-14.jpg,NailFungus,48.27598190307617,FST I-II (Light)
datasets\final\test\NailFungus\train_habit-tic-deformity-13.jpg,NailFungus,37.5284423828125,FST III (Medium)
datasets\final\test\NailFungus\train_habit-tic-deformity-16.jpg,NailFungus,32.55000305175781,FST III (Medium)
datasets\final\test\NailFungus\train_habit-tic-deformity-21.jpg,NailFungus,38.13847732543945,FST III (Medium)
datasets\final\test\NailFungus\train_habit-tic-deformity-4.jpg,NailFungus,31.152021408081055,FST III (Medium)
datasets\final\test\NailFungus\train_habit-tic-deformity-46.jpg,NailFungus,49.25065231323242,FST I-II (Light)
datasets\final\test\NailFungus\train_ingrown-nail-13.jpg,NailFungus,39.60224914550781,FST III (Medium)
datasets\final\test\NailFungus\train_koilonychia-14.jpg,NailFungus,41.6854133605957,FST I-II (Light)
datasets\final\test\NailFungus\train_koilonychia-8.jpg,NailFungus,41.43673324584961,FST I-II (Light)
datasets\final\test\NailFungus\train_leukonychia-1.jpg,NailFungus,42.80506896972656,FST I-II (Light)
datasets\final\test\NailFungus\train_lichen-planus-116.jpg,NailFungus,35.02228546142578,FST III (Medium)
datasets\final\test\NailFungus\train_lichen-planus-200.jpg,NailFungus,38.65980911254883,FST III (Medium)
datasets\final\test\NailFungus\train_lichen-planus-201.jpg,NailFungus,41.40874481201172,FST I-II (Light)
datasets\final\test\NailFungus\train_lichen-planus-202.jpg,NailFungus,34.734859466552734,FST III (Medium)
datasets\final\test\NailFungus\train_lichen-planus-82.jpg,NailFungus,39.569950103759766,FST III (Medium)
datasets\final\test\NailFungus\train_lichen-planus-85.jpg,NailFungus,29.261199951171875,FST III (Medium)
datasets\final\test\NailFungus\train_lichen-planus-97.jpg,NailFungus,26.565052032470703,FST IV (Olive)
datasets\final\test\NailFungus\train_median-nail-dystrophy-1.jpg,NailFungus,33.49518585205078,FST III (Medium)
datasets\final\test\NailFungus\train_median-nail-dystrophy-26.jpg,NailFungus,44.59075164794922,FST I-II (Light)
datasets\final\test\NailFungus\train_mucous-cyst-14.jpg,NailFungus,40.86240768432617,FST III (Medium)
datasets\final\test\NailFungus\train_mucous-cyst-15.jpg,NailFungus,21.388622283935547,FST IV (Olive)
datasets\final\test\NailFungus\train_mucous-cyst-17.jpg,NailFungus,38.81707000732422,FST III (Medium)
datasets\final\test\NailFungus\train_mucous-cyst-31.jpg,NailFungus,38.50065231323242,FST III (Medium)
datasets\final\test\NailFungus\train_mucous-cyst-42.jpg,NailFungus,36.25383758544922,FST III (Medium)
datasets\final\test\NailFungus\train_mucous-cyst-67.jpg,NailFungus,43.36342239379883,FST I-II (Light)
datasets\final\test\NailFungus\train_mucous-cyst-68.jpg,NailFungus,39.15543746948242,FST III (Medium)
datasets\final\test\NailFungus\train_mucous-cyst-83.jpg,NailFungus,40.236358642578125,FST III (Medium)
datasets\final\test\NailFungus\train_mucous-cyst-85.jpg,NailFungus,13.431029319763184,FST V-VI (Dark)
datasets\final\test\NailFungus\train_mucous-cyst-87.jpg,NailFungus,48.86546325683594,FST I-II (Light)
datasets\final\test\NailFungus\train_mucous-cyst-91.jpg,NailFungus,43.572998046875,FST I-II (Light)
datasets\final\test\NailFungus\train_mucous-cyst-94.jpg,NailFungus,40.21746826171875,FST III (Medium)
datasets\final\test\NailFungus\train_nail-melanoma-1.jpg,NailFungus,24.800193786621094,FST IV (Olive)
datasets\final\test\NailFungus\train_normal-variations-6.jpg,NailFungus,44.33121109008789,FST I-II (Light)
datasets\final\test\NailFungus\train_onychogryphosis-2.jpg,NailFungus,40.29214859008789,FST III (Medium)
datasets\final\test\NailFungus\train_onycholysis-10.jpg,NailFungus,20.510860443115234,FST IV (Olive)
datasets\final\test\NailFungus\train_onycholysis-16.jpg,NailFungus,28.34989356994629,FST III (Medium)
datasets\final\test\NailFungus\train_onycholysis-24.jpg,NailFungus,35.020076751708984,FST III (Medium)
datasets\final\test\NailFungus\train_onycholysis-30.jpg,NailFungus,29.124053955078125,FST III (Medium)
datasets\final\test\NailFungus\train_onycholysis-31.jpg,NailFungus,33.781158447265625,FST III (Medium)
datasets\final\test\NailFungus\train_onycholysis-37.jpg,NailFungus,42.75824737548828,FST I-II (Light)
datasets\final\test\NailFungus\train_periungual-fibroma-1.jpg,NailFungus,28.875444412231445,FST III (Medium)
datasets\final\test\NailFungus\train_periungual-warts-10.jpg,NailFungus,42.03176498413086,FST I-II (Light)
datasets\final\test\NailFungus\train_periungual-warts-6.jpg,NailFungus,47.744956970214844,FST I-II (Light)
datasets\final\test\NailFungus\train_pigmented-bands-11.jpg,NailFungus,48.012786865234375,FST I-II (Light)
datasets\final\test\NailFungus\train_pincer-nails-11.jpg,NailFungus,16.05422019958496,FST V-VI (Dark)
datasets\final\test\NailFungus\train_pseudomonas-14.jpg,NailFungus,20.603242874145508,FST IV (Olive)
datasets\final\test\NailFungus\train_pseudomonas-17.jpg,NailFungus,24.702430725097656,FST IV (Olive)
datasets\final\test\NailFungus\train_pseudomonas-25.jpg,NailFungus,38.65980911254883,FST III (Medium)
datasets\final\test\NailFungus\train_pseudomonas-26.jpg,NailFungus,46.77146911621094,FST I-II (Light)
datasets\final\test\NailFungus\train_pseudomonas-34.jpg,NailFungus,45.40348434448242,FST I-II (Light)
datasets\final\test\NailFungus\train_pseudomonas-40.jpg,NailFungus,28.6389217376709,FST III (Medium)
datasets\final\test\NailFungus\train_psoriasis-104.jpg,NailFungus,46.218875885009766,FST I-II (Light)
datasets\final\test\NailFungus\train_psoriasis-11.jpg,NailFungus,38.45370864868164,FST III (Medium)
datasets\final\test\NailFungus\train_psoriasis-115.jpg,NailFungus,42.878902435302734,FST I-II (Light)
datasets\final\test\NailFungus\train_psoriasis-119.jpg,NailFungus,43.165531158447266,FST I-II (Light)
datasets\final\test\NailFungus\train_psoriasis-120.jpg,NailFungus,45.59474563598633,FST I-II (Light)
datasets\final\test\NailFungus\train_psoriasis-135.jpg,NailFungus,43.327606201171875,FST I-II (Light)
datasets\final\test\NailFungus\train_psoriasis-137.jpg,NailFungus,44.36104202270508,FST I-II (Light)
datasets\final\test\NailFungus\train_psoriasis-149.jpg,NailFungus,37.4346809387207,FST III (Medium)
datasets\final\test\NailFungus\train_psoriasis-159.jpg,NailFungus,39.33271408081055,FST III (Medium)
datasets\final\test\NailFungus\train_psoriasis-167.jpg,NailFungus,43.29018783569336,FST I-II (Light)
datasets\final\test\NailFungus\train_psoriasis-170.jpg,NailFungus,44.11176681518555,FST I-II (Light)
datasets\final\test\NailFungus\train_psoriasis-35.jpg,NailFungus,23.043598175048828,FST IV (Olive)
datasets\final\test\NailFungus\train_psoriasis-36.jpg,NailFungus,29.835540771484375,FST III (Medium)
datasets\final\test\NailFungus\train_psoriasis-89.jpg,NailFungus,41.90037155151367,FST I-II (Light)
datasets\final\test\NailFungus\train_psoriasis-96.jpg,NailFungus,45.418209075927734,FST I-II (Light)
datasets\final\test\NailFungus\train_ridging-beading-1.jpg,NailFungus,26.916555404663086,FST IV (Olive)
datasets\final\test\NailFungus\train_ridging-beading-4.jpg,NailFungus,36.79985427856445,FST III (Medium)
datasets\final\test\NailFungus\train_subungual-hematoma-3.jpg,NailFungus,38.10257339477539,FST III (Medium)
datasets\final\test\NailFungus\train_terry-nails-4.jpg,NailFungus,33.59128189086914,FST III (Medium)
datasets\final\test\NailFungus\train_twenty-nail-dystrophy-11.jpg,NailFungus,20.018760681152344,FST IV (Olive)
datasets\final\test\NailFungus\train_white-superficial-onychomycosis-10.jpg,NailFungus,42.797401428222656,FST I-II (Light)
datasets\final\test\NailFungus\train_yellow-nails-11.jpg,NailFungus,36.61439895629883,FST III (Medium)
datasets\final\test\NailFungus\train_yellow-nails-16.jpg,NailFungus,44.59365463256836,FST I-II (Light)
datasets\final\test\NailFungus\train_yellow-nails-8.jpg,NailFungus,42.05355453491211,FST I-II (Light)
datasets\final\test\Normal\test_0_0_cengyongti_0042.jpeg,Normal,46.04925537109375,FST I-II (Light)
datasets\final\test\Normal\test_319_jpg.rf.a13b6f6c611e192a41fd122adfb196e7.jpeg,Normal,25.758121490478516,FST IV (Olive)
datasets\final\test\Normal\test_41jdLQwMw8L._AC_UF452452_FMjpg_.jpeg,Normal,38.774169921875,FST III (Medium)
datasets\final\test\Normal\test_41klgn0zSmS._AC_UF226226_FMjpg_.jpeg,Normal,24.91802215576172,FST IV (Olive)
datasets\final\test\Normal\test_51DuvgA2MvL._AC_UF226226_FMjpg_.jpeg,Normal,54.34002685546875,FST I-II (Light)
datasets\final\test\Normal\test_51l0dg4m9AL._AC_UF452452_FMjpg_.jpeg,Normal,46.3118896484375,FST I-II (Light)
datasets\final\test\Normal\test_6 (100).jpeg,Normal,35.98067855834961,FST III (Medium)
datasets\final\test\Normal\test_61fPH47Hd0L._AC_UL480_QL65_.jpeg,Normal,4.118189811706543,FST V-VI (Dark)
datasets\final\test\Normal\test_71JfqFSkZfL.AC_SX500.jpeg,Normal,56.520320892333984,FST I-II (Light)
datasets\final\test\Normal\test_bodymap_shoulder_1640.jpeg,Normal,37.051597595214844,FST III (Medium)
datasets\final\test\Normal\test_chiruposter13082022.jpeg,Normal,47.15296173095703,FST I-II (Light)
datasets\final\test\Normal\test_david-dibert-510.jpeg,Normal,27.18111228942871,FST IV (Olive)
datasets\final\test\Normal\test_download (26).jpeg,Normal,-21.33685874938965,FST V-VI (Dark)
datasets\final\test\Normal\test_download (39).jpeg,Normal,45.881404876708984,FST I-II (Light)
datasets\final\test\Normal\test_Hand_0000202.jpeg,Normal,58.019744873046875,FST I-II (Light)
datasets\final\test\Normal\test_Hand_0000594.jpeg,Normal,54.2544059753418,FST I-II (Light)
datasets\final\test\Normal\test_hurikan-440-right-side-view2.jpeg,Normal,21.96056365966797,FST IV (Olive)
datasets\final\test\Normal\test_husqvarna-svartpilen-401.jpeg,Normal,47.56377029418945,FST I-II (Light)
datasets\final\test\Normal\test_photo-1509628061459-1328d06c2ced.jpeg,Normal,43.688114166259766,FST I-II (Light)
datasets\final\test\Normal\test_photo-1519817914152-22d216bb9170.jpeg,Normal,22.10944938659668,FST IV (Olive)
datasets\final\test\Normal\test_photo-1564349683136-77e08dba1ef7.jpeg,Normal,25.01689338684082,FST IV (Olive)
datasets\final\test\Normal\test_photo-1581655353564-df123a1eb820.jpeg,Normal,24.91802215576172,FST IV (Olive)
datasets\final\test\Normal\test_photo-1586617356423-52763004deac.jpeg,Normal,7.516441345214844,FST V-VI (Dark)
datasets\final\test\Normal\test_premium_photo-1669725687138-f570eda7393c.jpeg,Normal,40.53614807128906,FST III (Medium)
datasets\final\test\Normal\test_premium_photo-1673455210352-ceb2a0214bc4.jpeg,Normal,15.572545051574707,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1013.jpeg,Normal,-5.155584335327148,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1015.jpeg,Normal,32.86867904663086,FST III (Medium)
datasets\final\test\Normal\train_Image1016.jpeg,Normal,47.43195343017578,FST I-II (Light)
datasets\final\test\Normal\train_Image1039.jpeg,Normal,40.1884651184082,FST III (Medium)
datasets\final\test\Normal\train_Image1054.jpeg,Normal,-8.315126419067383,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1057.jpeg,Normal,56.241477966308594,FST I-II (Light)
datasets\final\test\Normal\train_Image1060.jpeg,Normal,54.12690734863281,FST I-II (Light)
datasets\final\test\Normal\train_Image1065.jpeg,Normal,51.65109634399414,FST I-II (Light)
datasets\final\test\Normal\train_Image1074.jpeg,Normal,41.88493728637695,FST I-II (Light)
datasets\final\test\Normal\train_Image1077.jpeg,Normal,27.418027877807617,FST IV (Olive)
datasets\final\test\Normal\train_Image1110.jpeg,Normal,41.13926696777344,FST I-II (Light)
datasets\final\test\Normal\train_Image1111.jpeg,Normal,18.914400100708008,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1113.jpeg,Normal,36.469234466552734,FST III (Medium)
datasets\final\test\Normal\train_Image1125.jpeg,Normal,49.67926025390625,FST I-II (Light)
datasets\final\test\Normal\train_Image1128.jpeg,Normal,29.941944122314453,FST III (Medium)
datasets\final\test\Normal\train_Image1144.jpeg,Normal,17.043933868408203,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1192.jpeg,Normal,51.41460037231445,FST I-II (Light)
datasets\final\test\Normal\train_Image1195.jpeg,Normal,43.31531524658203,FST I-II (Light)
datasets\final\test\Normal\train_Image1210.jpeg,Normal,39.674259185791016,FST III (Medium)
datasets\final\test\Normal\train_Image1218.jpeg,Normal,30.819917678833008,FST III (Medium)
datasets\final\test\Normal\train_Image1263.jpeg,Normal,14.881528854370117,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1280.jpeg,Normal,42.11703872680664,FST I-II (Light)
datasets\final\test\Normal\train_Image1285.jpeg,Normal,4.39870548248291,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1288.jpeg,Normal,50.235591888427734,FST I-II (Light)
datasets\final\test\Normal\train_Image1305.jpeg,Normal,35.07375717163086,FST III (Medium)
datasets\final\test\Normal\train_Image1336.jpeg,Normal,47.15296173095703,FST I-II (Light)
datasets\final\test\Normal\train_Image1344.jpeg,Normal,30.846586227416992,FST III (Medium)
datasets\final\test\Normal\train_Image1345.jpeg,Normal,55.304847717285156,FST I-II (Light)
datasets\final\test\Normal\train_Image1363.jpeg,Normal,18.698984146118164,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1365.jpeg,Normal,33.03794860839844,FST III (Medium)
datasets\final\test\Normal\train_Image1366.jpeg,Normal,-1.2453643083572388,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1374.jpeg,Normal,38.769676208496094,FST III (Medium)
datasets\final\test\Normal\train_Image1395.jpeg,Normal,22.932100296020508,FST IV (Olive)
datasets\final\test\Normal\train_Image1404.jpeg,Normal,47.90190887451172,FST I-II (Light)
datasets\final\test\Normal\train_Image1417.jpeg,Normal,49.55741882324219,FST I-II (Light)
datasets\final\test\Normal\train_Image1421.jpeg,Normal,-9.678260803222656,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1433.jpeg,Normal,19.52501106262207,FST IV (Olive)
datasets\final\test\Normal\train_Image1442.jpeg,Normal,41.912349700927734,FST I-II (Light)
datasets\final\test\Normal\train_Image1448.jpeg,Normal,11.23928451538086,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1456.jpeg,Normal,17.959474563598633,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1463.jpeg,Normal,10.645663261413574,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1468.jpeg,Normal,57.25022506713867,FST I-II (Light)
datasets\final\test\Normal\train_Image1471.jpeg,Normal,52.197208404541016,FST I-II (Light)
datasets\final\test\Normal\train_Image1476.jpeg,Normal,29.271045684814453,FST III (Medium)
datasets\final\test\Normal\train_Image1496.jpeg,Normal,43.894039154052734,FST I-II (Light)
datasets\final\test\Normal\train_Image1504.jpeg,Normal,55.53092575073242,FST I-II (Light)
datasets\final\test\Normal\train_Image1519.jpeg,Normal,10.597334861755371,FST V-VI (Dark)
datasets\final\test\Normal\train_Image1525.jpeg,Normal,48.511940002441406,FST I-II (Light)
